y,XC1,XC2,XC3,XC4,XC5,XM1,XM2,XM3,XM4,XM5,XM6,XM7,XM8,XM9,XM10,z,strata,tau
1,-0.7,0.5,0.3,-0.1,0.3,1,1,1,0,0,0,1,0,0,0,-0.4523211556970733,188,0.405465108108164
0,-0.6,0.7,-1.1,-0.6,-0.7,1,1,1,0,0,0,1,0,0,0,1.9632634132238853,188,0.405465108108164
0,-0.6,-0.4,-1.3,0.6,-0.4,1,0,0,0,1,1,0,0,0,0,0.6397655724203495,189,0.0953101798043249
0,2.1,2.1,1,0.7,-0.8,1,0,0,0,1,1,0,0,0,0,1.7916103957291307,189,0.0953101798043249
0,-1.1,-1.3,-1.1,0.3,-0.5,1,0,0,0,1,1,0,0,0,0,-1.3446430686737094,189,0.0953101798043249
1,0.9,1.4,-1,-0.3,0.9,1,0,0,0,1,1,0,0,0,0,-0.1977655969687646,189,0.0953101798043249
0,-0.6,0,-0,-0.8,-0.2,0,0,0,1,1,1,0,0,0,0,0.9841449991153339,190,0.0953101798043249
0,-2.1,-1.2,-0.7,-1.6,-0.5,0,0,0,1,1,1,0,0,0,0,1.1083866543076297,190,0.0953101798043249
0,-2.2,0.4,-1.1,-2.1,-1.7,0,0,0,1,1,1,0,0,0,0,1.0929917738729977,190,0.0953101798043249
1,-1.9,-1.4,-1.3,-1.1,-1.1,0,0,0,1,1,1,0,0,0,0,2.127980489122126,190,0.0953101798043249
0,-2.7,-1.4,-0.7,-1.1,-0.6,0,0,1,1,1,0,0,1,0,1,-0.696614642697138,191,0.262364264467491
0,1.1,-0.3,0.6,-0,1.7,0,0,1,1,1,0,0,1,0,1,-1.8175520944361945,191,0.262364264467491
1,-2.6,-2.5,-2.5,-1,-2.9,0,0,1,1,1,0,0,1,0,1,-0.19297656821533832,191,0.262364264467491
0,0.3,-0.6,0.7,0.2,-0.8,0,0,1,1,1,0,0,1,0,1,-1.616983404620551,191,0.262364264467491
1,2,0.1,-1.2,0.2,0.1,1,0,0,0,0,0,1,1,1,1,-0.49015891686913926,192,-0.22314355131421
0,-0.3,-0.2,-0.6,-1.2,1.2,1,0,0,0,0,0,1,1,1,1,-0.8707910774614197,192,-0.22314355131421
0,2,0.9,0.4,1.7,1.9,1,0,0,0,0,0,1,1,1,1,0.05355723749714408,192,-0.22314355131421
0,1.8,-0.4,1.7,1.9,0.4,1,0,0,0,0,0,1,1,1,1,0.25858802510096285,192,-0.22314355131421
0,2.3,0.9,0.8,1.7,0.1,0,0,0,0,0,0,0,0,0,0,0.6556387543768076,193,-0.22314355131421
1,0.1,-0.7,1.4,0.3,1.2,0,0,0,0,0,0,0,0,0,0,-0.4755007293955439,193,-0.22314355131421
0,0.3,0.9,1.2,-0.8,-0,0,0,0,0,0,0,0,0,0,0,0.5690185263012151,193,-0.22314355131421
0,0,0.6,0.1,-0.8,-0.6,0,0,0,0,0,0,0,0,0,0,-0.052133898909395016,193,-0.22314355131421
0,0,-2.4,-1,0.8,0.5,1,1,0,1,1,0,0,0,0,0,-0.6676631854896931,194,0.0953101798043249
1,-0.2,-3,-2.1,-1.6,-2.6,1,1,0,1,1,0,0,0,0,0,0.3303177875861386,194,0.0953101798043249
0,-1.1,-2.4,-1.7,-0.1,-1.7,1,1,0,1,1,0,0,0,0,0,-0.23440606982573486,194,0.0953101798043249
0,1,-1.5,-0.3,1.6,0.9,1,1,0,1,1,0,0,0,0,0,-0.6538641179276374,194,0.0953101798043249
0,2,1.7,1.2,2.5,2.5,0,1,0,0,1,0,0,1,1,1,-0.27536941846387963,195,0.0953101798043249
1,1.4,0.4,1.7,0.9,0.1,0,1,0,0,1,0,0,1,1,1,1.8724967029839032,195,0.0953101798043249
0,0.6,0.6,1.8,0.1,-1.7,0,1,0,0,1,0,0,1,1,1,0.8150416760202912,195,0.0953101798043249
0,0.7,-0.5,1,0.8,1,0,1,0,0,1,0,0,1,1,1,3.3632665097657872,195,0.0953101798043249
0,2,1.4,0.1,1,0.8,0,0,0,0,1,1,0,1,0,1,-0.07946197752870776,196,0.0953101798043249
0,-0.5,-1.6,-0.3,-0.5,-1.8,0,0,0,0,1,1,0,1,0,1,-0.7910558123676903,196,0.0953101798043249
1,-0.8,-0,0.2,-1,-0.7,0,0,0,0,1,1,0,1,0,1,-0.6664603094365333,196,0.0953101798043249
0,-0.3,0.1,0.8,-0.1,0.5,0,0,0,0,1,1,0,1,0,1,-1.1862958540390809,196,0.0953101798043249
0,0.6,0.1,0.7,0.2,0.6,0,0,0,0,0,1,0,0,0,0,-1.8381401945657774,197,-0.22314355131421
1,0.2,-0.8,-1.4,-1.2,-1.4,0,0,0,0,0,1,0,0,0,0,-1.9282847628655242,197,-0.22314355131421
0,-0.7,0.7,0.1,0.3,-1,0,0,0,0,0,1,0,0,0,0,-3.2438836639258146,197,-0.22314355131421
0,-1.4,-0.8,-1,-2,-2.3,0,0,0,0,0,1,0,0,0,0,-0.8371166499795168,197,-0.22314355131421
0,1.3,-0.2,0.2,0.2,0.3,1,1,1,0,0,0,1,1,1,0,-1.7260135623272386,198,0.405465108108164
0,0.6,1.3,0.7,1.4,1.2,1,1,1,0,0,0,1,1,1,0,-0.1719914956511972,198,0.405465108108164
1,0.6,-1.1,-0.6,0.1,0.4,1,1,1,0,0,0,1,1,1,0,-0.23565107771993177,198,0.405465108108164
0,-0.4,-1.5,-2.5,0.1,-2.2,1,1,1,0,0,0,1,1,1,0,0.18459209412099475,198,0.405465108108164
0,0.8,-0.7,0.6,0.7,-0.6,0,0,0,0,1,0,0,0,0,1,-0.8307153230108606,199,0.0953101798043249
0,0.5,-0.1,-2.2,-1.1,-1.7,0,0,0,0,1,0,0,0,0,1,0.18745428551234394,199,0.0953101798043249
1,2.3,1.2,0.3,1.5,1.8,0,0,0,0,1,0,0,0,0,1,-0.599055546956631,199,0.0953101798043249
0,0.9,0.6,0.2,0.6,1.4,0,0,0,0,1,0,0,0,0,1,-0.05395629777923322,199,0.0953101798043249
0,0.8,-0.8,0.2,0.1,0.2,0,0,0,0,0,0,0,1,0,1,-1.0499387898864054,200,-0.22314355131421
0,0.7,-0.4,-0,0.8,-0.5,0,0,0,0,0,0,0,1,0,1,-1.5786328083743675,200,-0.22314355131421
1,-0.7,-1.4,-1.6,-0.9,0.4,0,0,0,0,0,0,0,1,0,1,-1.0581600475192567,200,-0.22314355131421
0,1,0.3,0.7,0.6,1.1,0,0,0,0,0,0,0,1,0,1,-1.0799942341469213,200,-0.22314355131421
0,-0.2,1,1.2,2.9,1.7,0,1,1,0,1,1,1,1,1,1,1.2437851887350213,201,0.405465108108164
0,2,1.2,1,1.3,1.4,0,1,1,0,1,1,1,1,1,1,2.6662213014464573,201,0.405465108108164
1,1.8,0.6,2.3,0.8,1.4,0,1,1,0,1,1,1,1,1,1,1.1535908079901611,201,0.405465108108164
0,2,0.8,1.1,-0.4,0.3,0,1,1,0,1,1,1,1,1,1,0.37324833235697413,201,0.405465108108164
0,0.9,-0.4,-1.4,0.6,-0.2,0,0,0,0,0,1,1,0,0,1,-1.8579544637546315,202,-0.22314355131421
0,0.4,-1.5,-1.8,-0.1,0,0,0,0,0,0,1,1,0,0,1,-1.6187277763003092,202,-0.22314355131421
0,0.5,-0,-0.1,1.1,1.6,0,0,0,0,0,1,1,0,0,1,-0.1918133862707756,202,-0.22314355131421
1,0.5,-0.3,-0,0.3,-0.4,0,0,0,0,0,1,1,0,0,1,-0.49750316701700564,202,-0.22314355131421
0,0.9,-0.4,-1.4,0.6,-0.2,1,1,0,1,1,1,1,1,0,0,-1.8579544637546315,203,0.0953101798043249
0,0.4,-1.5,-1.8,-0.1,0,1,1,0,1,1,1,1,1,0,0,-1.6187277763003092,203,0.0953101798043249
1,0.5,-0,-0.1,1.1,1.6,1,1,0,1,1,1,1,1,0,0,-0.1918133862707756,203,0.0953101798043249
0,0.5,-0.3,-0,0.3,-0.4,1,1,0,1,1,1,1,1,0,0,-0.49750316701700564,203,0.0953101798043249
0,0.2,-0,-1.6,1.2,0.3,0,0,0,0,0,1,0,0,1,1,0.034268345439986136,204,-0.22314355131421
1,0.6,0.5,2,1.9,1.2,0,0,0,0,0,1,0,0,1,1,-1.4841959411686425,204,-0.22314355131421
0,1.4,-1,-0,0.2,-0.1,0,0,0,0,0,1,0,0,1,1,1.115014179984251,204,-0.22314355131421
0,1.1,-0.2,-0.2,0.7,1.3,0,0,0,0,0,1,0,0,1,1,-0.7456911250479362,204,-0.22314355131421
0,1.2,1.5,-0,2.1,1.9,1,1,1,0,0,0,0,0,1,1,2.059023877427967,205,0.405465108108164
0,1.5,0.6,0.5,1.1,0.6,1,1,1,0,0,0,0,0,1,1,0.07400550347235857,205,0.405465108108164
0,2.3,0.7,1.3,1.5,1.8,1,1,1,0,0,0,0,0,1,1,0.2225384232327139,205,0.405465108108164
1,2.7,1.8,1.4,3.1,-0.4,1,1,1,0,0,0,0,0,1,1,0.9142728174599599,205,0.405465108108164
0,0.5,-0.4,-0.2,-1.4,-0.5,1,1,0,1,1,1,0,0,1,1,0.32182017431751586,206,0.0953101798043249
1,-1.8,-0.3,0.1,0.7,-1.3,1,1,0,1,1,1,0,0,1,1,0.024862866007576256,206,0.0953101798043249
0,0.7,-1.5,-1.3,-1.4,-0.2,1,1,0,1,1,1,0,0,1,1,-0.17705719188984995,206,0.0953101798043249
0,-2.5,-1.1,0.9,-1.2,-1.9,1,1,0,1,1,1,0,0,1,1,0.2727124626107902,206,0.0953101798043249
0,0.4,1,1,0.5,1.3,0,0,1,0,0,0,0,1,0,0,-0.2972118667325415,207,0.262364264467491
1,-0.6,-0.2,0.5,-0.7,-1.2,0,0,1,0,0,0,0,1,0,0,0.8869816101653865,207,0.262364264467491
0,1.1,2.6,1.8,1.6,-0.1,0,0,1,0,0,0,0,1,0,0,0.5579510866750607,207,0.262364264467491
0,-0.6,-0.8,1.6,-1,-0.6,0,0,1,0,0,0,0,1,0,0,0.3019471058309028,207,0.262364264467491
0,-0.9,-0.9,-2,-2.1,-0.8,1,0,0,0,1,0,1,1,0,0,-1.570676476482516,208,0.0953101798043249
0,0.2,0.3,-0,-0.8,0.2,1,0,0,0,1,0,1,1,0,0,0.14159287749150162,208,0.0953101798043249
0,-0.4,-2.2,-1,0.4,-1.1,1,0,0,0,1,0,1,1,0,0,-1.2311370273954985,208,0.0953101798043249
1,-1,-0.3,-1.1,0,-1.8,1,0,0,0,1,0,1,1,0,0,-0.654095225030626,208,0.0953101798043249
0,-1.2,-1.8,-0.6,-1.1,-1.2,1,0,0,0,0,0,0,0,1,1,-0.7326555237639301,209,-0.22314355131421
0,-0.4,1.1,0.7,-0.1,-0.1,1,0,0,0,0,0,0,0,1,1,-0.929764945548156,209,-0.22314355131421
0,-0.6,-0.2,-1.3,-1.2,-1.6,1,0,0,0,0,0,0,0,1,1,-0.03968820199089254,209,-0.22314355131421
1,-2,-0.9,0.8,-0.4,-1.9,1,0,0,0,0,0,0,0,1,1,1.001649102681289,209,-0.22314355131421
1,-1.1,-1.9,-2.3,-1.7,-1.8,1,0,0,0,0,0,1,1,1,1,0.03437804599408381,210,-0.22314355131421
0,2.3,0.7,1.6,2.3,2.3,1,0,0,0,0,0,1,1,1,1,1.4120044110310748,210,-0.22314355131421
0,-0.1,-0,-0.4,0.5,-0.1,1,0,0,0,0,0,1,1,1,1,-0.8743161726423747,210,-0.22314355131421
0,1.2,1,1.6,2.7,0.9,1,0,0,0,0,0,1,1,1,1,0.9875150153553941,210,-0.22314355131421
1,-1.5,1.1,0.2,-0.5,-1.3,1,0,0,0,0,0,0,0,1,1,1.2767813718600218,211,-0.22314355131421
0,-1.9,-0.1,0.7,-0.1,-1.7,1,0,0,0,0,0,0,0,1,1,0.26624999741920663,211,-0.22314355131421
0,-0.7,0.5,0.3,-0.1,0.3,1,0,0,0,0,0,0,0,1,1,-0.4523211556970733,211,-0.22314355131421
0,-0.6,0.7,-1.1,-0.6,-0.7,1,0,0,0,0,0,0,0,1,1,1.9632634132238853,211,-0.22314355131421
0,0.5,1.6,1.6,0,-0.3,1,1,1,0,1,0,0,0,1,1,-0.38624348154953103,212,0.405465108108164
0,2.7,0.3,2.1,3,1.9,1,1,1,0,1,0,0,0,1,1,1.4104262903911584,212,0.405465108108164
0,1.4,1,-0.4,1.2,0.7,1,1,1,0,1,0,0,0,1,1,1.2527004792103997,212,0.405465108108164
1,-0.3,-0,0.6,-1.8,-0.7,1,1,1,0,1,0,0,0,1,1,1.2504955833560154,212,0.405465108108164
0,-0.6,0.3,-0.3,-0.3,-1.2,1,1,1,0,0,0,0,1,0,1,0.5492774944934826,213,0.405465108108164
1,0.4,1.1,1.7,0.9,0.2,1,1,1,0,0,0,0,1,0,1,1.4167980148537365,213,0.405465108108164
0,2.7,1.7,2.3,1.8,2.9,1,1,1,0,0,0,0,1,0,1,0.5658113658991908,213,0.405465108108164
0,-1.2,0,0.1,0.3,-0.2,1,1,1,0,0,0,0,1,0,1,3.149175221463835,213,0.405465108108164
0,-0.7,-0.9,-0.1,-0.8,-0.3,0,0,0,1,0,0,0,0,0,1,-1.2042263600933367,214,-0.22314355131421
0,0.4,0.4,-0.4,-0.7,-0,0,0,0,1,0,0,0,0,0,1,-1.3175886573350661,214,-0.22314355131421
0,-3.8,-1.5,-1.5,-1.3,-3.4,0,0,0,1,0,0,0,0,0,1,-2.0370941864688237,214,-0.22314355131421
1,-1.4,-2.2,-2.6,-1.4,-2.4,0,0,0,1,0,0,0,0,0,1,-1.5228638830566887,214,-0.22314355131421
1,-0.9,0.4,0.8,-1.2,-0.2,1,1,1,0,1,1,0,1,1,0,0.9469606167696518,215,0.405465108108164
0,0.4,1.3,0.7,0.2,-0.2,1,1,1,0,1,1,0,1,1,0,-1.2779583549024012,215,0.405465108108164
0,-1,0.4,-0.4,0.4,0,1,1,1,0,1,1,0,1,1,0,-2.20742066986182,215,0.405465108108164
0,-1.7,0.4,1.1,-1,-0.7,1,1,1,0,1,1,0,1,1,0,2.9130208152722403,215,0.405465108108164
0,2,0.6,-0.7,1.6,0.5,1,1,1,1,1,1,1,1,1,1,0.7144998663601878,216,0.405465108108164
0,0.7,-1.8,-1.6,0.6,-0.8,1,1,1,1,1,1,1,1,1,1,-1.9446926556718076,216,0.405465108108164
1,1,1.4,-0,0.2,1,1,1,1,1,1,1,1,1,1,1,-2.5068000709109954,216,0.405465108108164
0,1.5,-0.9,0.2,0.8,0.9,1,1,1,1,1,1,1,1,1,1,0.11843805380932582,216,0.405465108108164
0,0.5,2.4,1.8,-0.1,-0,1,1,1,1,0,0,0,0,0,0,-8.993177008643771e-4,217,0.405465108108164
1,-0.5,0.1,1.4,-1.6,-1.1,1,1,1,1,0,0,0,0,0,0,0.21075636901435602,217,0.405465108108164
0,-2.9,-0.9,-0.4,-1.4,-1.8,1,1,1,1,0,0,0,0,0,0,-0.07377372608455157,217,0.405465108108164
0,-0.8,0.6,-0.4,-1.5,0.5,1,1,1,1,0,0,0,0,0,0,0.5946431817657458,217,0.405465108108164
0,1.5,1.7,0.9,-0.2,0.6,1,1,1,1,1,1,0,0,0,0,0.9291796201903656,218,0.405465108108164
1,-0.7,1.1,0.1,-1.7,-1,1,1,1,1,1,1,0,0,0,0,1.016884526054543,218,0.405465108108164
0,0.2,1.4,0.8,2.4,1.6,1,1,1,1,1,1,0,0,0,0,1.996364812567619,218,0.405465108108164
0,0,2.6,0.8,0.2,1.5,1,1,1,1,1,1,0,0,0,0,-0.2544012336619088,218,0.405465108108164
1,0.9,-1.2,-0.1,1.5,0.5,1,1,0,0,1,1,0,0,0,1,-1.8382191832627268,219,0.0953101798043249
0,1.8,-0.4,0.4,0.1,-0,1,1,0,0,1,1,0,0,0,1,-2.809760982981146,219,0.0953101798043249
0,2.1,1,-0.7,1.6,0.5,1,1,0,0,1,1,0,0,0,1,-3.109754946625578,219,0.0953101798043249
0,1.3,1.2,1.2,0.8,0.8,1,1,0,0,1,1,0,0,0,1,0.11530452056875684,219,0.0953101798043249
1,1.1,-0.6,-0.2,0.2,0.5,1,1,0,1,0,0,0,0,0,1,-1.090207272913591,220,-0.22314355131421
0,-1.8,-1.2,-2.5,-0.9,-0.4,1,1,0,1,0,0,0,0,0,1,-0.8398619079415275,220,-0.22314355131421
0,0.5,-0.2,-0.1,0.1,-0.6,1,1,0,1,0,0,0,0,0,1,-0.8916706699535215,220,-0.22314355131421
0,-0.1,-0.3,0.3,1.2,0.3,1,1,0,1,0,0,0,0,0,1,-0.31907367661889346,220,-0.22314355131421
0,2,1.4,0.1,1,0.8,0,0,0,0,0,0,0,1,1,0,-0.07946197752870776,221,-0.22314355131421
0,-0.5,-1.6,-0.3,-0.5,-1.8,0,0,0,0,0,0,0,1,1,0,-0.7910558123676903,221,-0.22314355131421
1,-0.8,-0,0.2,-1,-0.7,0,0,0,0,0,0,0,1,1,0,-0.6664603094365333,221,-0.22314355131421
0,-0.3,0.1,0.8,-0.1,0.5,0,0,0,0,0,0,0,1,1,0,-1.1862958540390809,221,-0.22314355131421
0,-2.4,-1.2,-1.6,-2.5,-0.8,0,1,1,0,1,0,0,0,0,1,1.150792554844443,222,0.405465108108164
1,-0.1,0.5,-1.1,-1.4,-1.2,0,1,1,0,1,0,0,0,0,1,2.142768046303907,222,0.405465108108164
0,0,1.3,2.2,-0.2,0.9,0,1,1,0,1,0,0,0,0,1,1.0099868952786348,222,0.405465108108164
0,-0.8,1.4,1,-0.2,-2.1,0,1,1,0,1,0,0,0,0,1,0.21766585566984298,222,0.405465108108164
0,-1.1,0.9,0.6,1.2,-1,0,0,0,0,1,1,1,0,0,0,1.2168151237731815,223,0.0953101798043249
0,-2.4,-1.4,-1.8,-2.6,-3.4,0,0,0,0,1,1,1,0,0,0,1.9224109972711438,223,0.0953101798043249
1,1.6,0.7,2.4,-1.5,0.3,0,0,0,0,1,1,1,0,0,0,1.6717001040877315,223,0.0953101798043249
0,0.4,1.4,1.7,-1.1,-0.6,0,0,0,0,1,1,1,0,0,0,1.7116467349891331,223,0.0953101798043249
1,1.1,0.6,0.7,1.6,1.2,0,0,0,0,0,0,0,1,1,1,-1.1592483698465386,224,-0.22314355131421
0,0.1,-1.2,0.2,-0,0,0,0,0,0,0,0,0,1,1,1,0.25115173173653643,224,-0.22314355131421
0,1.7,0.2,1.4,1.6,-0.2,0,0,0,0,0,0,0,1,1,1,-0.9747619890178024,224,-0.22314355131421
0,-0,-1.7,0.2,0,-0.8,0,0,0,0,0,0,0,1,1,1,-0.6706830399136373,224,-0.22314355131421
1,-2.4,-1.2,-1.6,-2.5,-0.8,0,1,1,0,0,1,1,1,0,1,1.150792554844443,225,0.405465108108164
0,-0.1,0.5,-1.1,-1.4,-1.2,0,1,1,0,0,1,1,1,0,1,2.142768046303907,225,0.405465108108164
0,0,1.3,2.2,-0.2,0.9,0,1,1,0,0,1,1,1,0,1,1.0099868952786348,225,0.405465108108164
0,-0.8,1.4,1,-0.2,-2.1,0,1,1,0,0,1,1,1,0,1,0.21766585566984298,225,0.405465108108164
1,-0.4,-0.4,-0.9,-0.2,0.4,0,0,0,0,0,0,0,0,0,0,-2.1918814228006847,226,-0.22314355131421
0,-0.4,-0.1,1.8,-0.2,0.2,0,0,0,0,0,0,0,0,0,0,-1.332507911048616,226,-0.22314355131421
0,-0.6,-1.1,-0.8,-1.3,-0.8,0,0,0,0,0,0,0,0,0,0,-0.7682532302634181,226,-0.22314355131421
0,0.2,-0.3,-0.9,-1.6,-0.9,0,0,0,0,0,0,0,0,0,0,-0.672095885081033,226,-0.22314355131421
0,0.1,-0.1,1.5,-0.6,0.8,1,1,1,1,1,1,1,1,0,0,1.6034451862170414,227,0.405465108108164
0,0.4,-0.2,-1.1,-1.6,-0.1,1,1,1,1,1,1,1,1,0,0,0.6910200816809856,227,0.405465108108164
1,-1.5,-0.5,0.3,-0.8,0.4,1,1,1,1,1,1,1,1,0,0,-0.25422522612977044,227,0.405465108108164
0,0.2,0.4,1.4,0.3,1.2,1,1,1,1,1,1,1,1,0,0,-0.15523024236960098,227,0.405465108108164
0,2,0.6,-0.7,1.6,0.5,1,0,0,0,1,1,1,1,1,0,0.7144998663601878,228,0.0953101798043249
0,0.7,-1.8,-1.6,0.6,-0.8,1,0,0,0,1,1,1,1,1,0,-1.9446926556718076,228,0.0953101798043249
0,1,1.4,-0,0.2,1,1,0,0,0,1,1,1,1,1,0,-2.5068000709109954,228,0.0953101798043249
1,1.5,-0.9,0.2,0.8,0.9,1,0,0,0,1,1,1,1,1,0,0.11843805380932582,228,0.0953101798043249
1,0.2,0.5,0.4,0.4,0.4,1,0,0,1,1,1,1,1,1,1,0.48852443246732075,229,0.0953101798043249
0,-0,0.1,0.4,-1.1,-2.2,1,0,0,1,1,1,1,1,1,1,-0.34132462982331235,229,0.0953101798043249
0,-1.6,-1.1,-1.6,-1.1,0.3,1,0,0,1,1,1,1,1,1,1,1.4899397841459752,229,0.0953101798043249
0,1.6,0.8,0.7,1.2,-0.4,1,0,0,1,1,1,1,1,1,1,-0.6520164689156323,229,0.0953101798043249
0,0.3,-1,-1.3,-0.5,-0.4,0,1,1,0,1,0,0,1,1,1,-2.167372268501151,230,0.405465108108164
1,-0.4,-0.4,0.1,-0,1.5,0,1,1,0,1,0,0,1,1,1,-1.8299007552761362,230,0.405465108108164
0,1.2,-0.4,0,-0.1,-0.1,0,1,1,0,1,0,0,1,1,1,-1.0008045013593811,230,0.405465108108164
0,0.2,-0.3,-0.1,-0.4,-0.7,0,1,1,0,1,0,0,1,1,1,-0.6876413463856297,230,0.405465108108164
1,-0.5,-0.3,0.2,1.8,0,1,1,1,1,0,1,0,0,0,0,-0.3772351639176896,231,0.405465108108164
0,-0.5,-0.7,-0.4,0,-0.3,1,1,1,1,0,1,0,0,0,0,-0.8433661511897382,231,0.405465108108164
0,0.2,-1.1,-1.1,-0.7,-0.7,1,1,1,1,0,1,0,0,0,0,0.9475554665544618,231,0.405465108108164
0,1.1,-0.5,-0.6,-0.6,0.2,1,1,1,1,0,1,0,0,0,0,-1.1728370215002917,231,0.405465108108164
0,-0.2,-0.7,-1.5,-0.5,-1.6,0,0,1,0,0,1,0,0,0,1,1.8322325313064245,232,0.262364264467491
0,0.3,1.3,0.6,0.9,1.3,0,0,1,0,0,1,0,0,0,1,0.811507900872441,232,0.262364264467491
0,2.2,0.5,0.5,0.8,0.7,0,0,1,0,0,1,0,0,0,1,1.4635260465245614,232,0.262364264467491
1,1.3,1.6,-0.4,0.4,0.1,0,0,1,0,0,1,0,0,0,1,1.4617400527404123,232,0.262364264467491
0,-1.5,1.9,-0.4,-0.7,-1.5,0,0,0,0,0,0,0,0,0,0,1.9101254625193966,233,-0.22314355131421
1,-4.1,-0.9,-1.3,-1.9,-1.7,0,0,0,0,0,0,0,0,0,0,0.7738924086642253,233,-0.22314355131421
0,-0.7,-0,2.4,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0.06461235664506837,233,-0.22314355131421
0,-0.7,1.2,1.6,-0.4,1.5,0,0,0,0,0,0,0,0,0,0,0.9171237693035585,233,-0.22314355131421
0,0.1,0.4,1.1,1.2,-0.3,1,0,0,0,0,0,0,0,1,1,1.92857591375229,234,-0.22314355131421
0,1,1.9,2.1,-0.6,-0,1,0,0,0,0,0,0,0,1,1,1.1301122823967744,234,-0.22314355131421
0,-1,-1.3,-0,-0.7,-0.6,1,0,0,0,0,0,0,0,1,1,0.8897558014081807,234,-0.22314355131421
1,-1.3,0.6,0.9,-0.1,-0.3,1,0,0,0,0,0,0,0,1,1,2.4181706935051905,234,-0.22314355131421
0,-0.9,-0.9,-2,-2.1,-0.8,1,1,1,0,0,0,0,0,1,1,-1.570676476482516,235,0.405465108108164
1,0.2,0.3,-0,-0.8,0.2,1,1,1,0,0,0,0,0,1,1,0.14159287749150162,235,0.405465108108164
0,-0.4,-2.2,-1,0.4,-1.1,1,1,1,0,0,0,0,0,1,1,-1.2311370273954985,235,0.405465108108164
0,-1,-0.3,-1.1,0,-1.8,1,1,1,0,0,0,0,0,1,1,-0.654095225030626,235,0.405465108108164
1,0.8,-0.7,1.1,0.3,-1.6,1,1,1,1,1,1,0,0,0,0,0.9306999656514181,236,0.405465108108164
0,1.1,0.4,0.8,-0,-0.3,1,1,1,1,1,1,0,0,0,0,0.24758395254162857,236,0.405465108108164
0,0.5,1.7,1.9,2.1,0.6,1,1,1,1,1,1,0,0,0,0,1.0951417501422307,236,0.405465108108164
0,1,2.3,0.7,2,1.9,1,1,1,1,1,1,0,0,0,0,-0.4725692065742576,236,0.405465108108164
0,0.8,-0.5,-0.8,-1.1,-1,0,0,1,0,0,1,0,1,1,0,0.1706439996245549,237,0.262364264467491
0,-1.2,-0.1,0.1,-0.8,-1,0,0,1,0,0,1,0,1,1,0,-0.7380041566545669,237,0.262364264467491
1,2.4,0.8,1,2.1,2,0,0,1,0,0,1,0,1,1,0,0.42933959167234625,237,0.262364264467491
0,-2.1,0.5,-1.1,-2.1,-1.4,0,0,1,0,0,1,0,1,1,0,-1.65495609380706,237,0.262364264467491
0,-0.6,0.3,-0.3,-0.3,-1.2,0,0,1,0,0,1,0,1,0,0,0.5492774944934826,238,0.262364264467491
0,0.4,1.1,1.7,0.9,0.2,0,0,1,0,0,1,0,1,0,0,1.4167980148537365,238,0.262364264467491
0,2.7,1.7,2.3,1.8,2.9,0,0,1,0,0,1,0,1,0,0,0.5658113658991908,238,0.262364264467491
1,-1.2,0,0.1,0.3,-0.2,0,0,1,0,0,1,0,1,0,0,3.149175221463835,238,0.262364264467491
1,-1.2,0.2,-1.3,-1.6,0.2,0,1,1,0,0,0,1,0,0,0,-2.0544312116723953,239,0.405465108108164
0,-1.1,-0.7,-0.7,-0.4,-0,0,1,1,0,0,0,1,0,0,0,-0.8535621119181303,239,0.405465108108164
0,-1,-1.4,-1.2,0.1,0.3,0,1,1,0,0,0,1,0,0,0,-0.5209523736232959,239,0.405465108108164
0,0.3,-1.7,0,-0.4,0.1,0,1,1,0,0,0,1,0,0,0,0.06186149862299262,239,0.405465108108164
0,0.5,-0.4,-0.2,-1.4,-0.5,1,0,0,1,1,0,0,1,1,1,0.32182017431751586,240,0.0953101798043249
0,-1.8,-0.3,0.1,0.7,-1.3,1,0,0,1,1,0,0,1,1,1,0.024862866007576256,240,0.0953101798043249
1,0.7,-1.5,-1.3,-1.4,-0.2,1,0,0,1,1,0,0,1,1,1,-0.17705719188984995,240,0.0953101798043249
0,-2.5,-1.1,0.9,-1.2,-1.9,1,0,0,1,1,0,0,1,1,1,0.2727124626107902,240,0.0953101798043249
1,2.1,1.1,0.6,1.8,1.6,1,1,0,0,0,0,0,0,1,1,-0.030987044153594767,241,-0.22314355131421
0,-0.2,-1.1,-1.8,-0.4,-1.1,1,1,0,0,0,0,0,0,1,1,-0.44126535602908745,241,-0.22314355131421
0,1.7,-0.7,-1.8,0.1,0.5,1,1,0,0,0,0,0,0,1,1,0.12288256472288006,241,-0.22314355131421
0,0.1,-1.3,-1,0.2,0.1,1,1,0,0,0,0,0,0,1,1,-1.7069978749344665,241,-0.22314355131421
1,1,1,0.9,1.5,2.1,1,1,1,1,1,1,1,0,0,0,1.8533590596841267,242,0.405465108108164
0,-0,0.2,0.1,-0.3,-0.9,1,1,1,1,1,1,1,0,0,0,-0.6693915885362574,242,0.405465108108164
0,0.8,0.4,0.7,0.7,-0.9,1,1,1,1,1,1,1,0,0,0,0.8731465293574463,242,0.405465108108164
0,-1.5,0.5,-1.2,-1,-1.4,1,1,1,1,1,1,1,0,0,0,0.490401253717317,242,0.405465108108164
0,-0.5,0.2,-0.2,0.3,-0.5,0,0,0,0,0,0,0,1,0,0,-0.6016541742678032,243,-0.22314355131421
